Date,Open,High,Low,Close,Volume
1928-01-03,101.69534804338392,101.69534804338392,101.00473103951389,101.00473103951389,0.0
1928-01-04,101.00820159504235,101.00820159504235,101.00473103951389,101.00473103951389,0.0
1928-01-05,98.09770858215528,98.09770858215528,98.09426159530234,98.09426159530234,0.0
1928-01-06,99.93877939300391,99.93877939300391,99.93543173169549,99.93543173169549,0.0
1928-01-09,97.21918247354881,97.21918247354881,97.21577197865639,97.21577197865639,0.0
1928-01-10,95.04926304657023,95.04926304657023,95.04594536546301,95.04594536546301,0.0
1928-01-11,94.71762717478165,94.71762717478165,94.71438354331283,94.71438354331283,0.0
1928-01-12,96.67962122794027,96.67962122794027,96.67638891167647,96.67638891167647,0.0
1928-01-13,98.50257017181083,98.50257017181083,98.49927089822098,98.49927089822098,0.0
1928-01-16,93.62475025133092,93.62475025133092,93.62138876827646,93.62138876827646,0.0
1928-01-17,93.783804620976,93.783804620976,93.78060960532754,93.78060960532754,0.0
1928-01-18,93.13012436786484,93.13012436786484,93.12692391848942,93.12692391848942,0.0
1928-01-19,95.06929899121383,95.06929899121383,95.06612085015945,95.06612085015945,0.0
1928-01-20,96.70708439600182,96.70708439600182,96.70384007600454,96.70384007600454,0.0
1928-01-23,99.35932063576196,99.35932063576196,99.35602042534666,99.35602042534666,0.0
1928-01-24,100.53882507659924,100.53882507659924,100.53543435526724,100.53543435526724,0.0
1928-01-25,97.29970390062716,97.29970390062716,97.29627292945473,97.29627292945473,0.0
1928-01-26,99.12888655096579,99.12888655096579,99.1255661226039,99.1255661226039,0.0
1928-01-27,100.13764843322157,100.13764843322157,100.13426557659993,100.13426557659993,0.0
1928-01-30,96.73795202536881,96.73795202536881,96.73453474487691,96.73453474487691,0.0
1928-01-31,98.06193706058934,98.06193706058934,98.05863580265756,98.05863580265756,0.0
1928-02-01,97.3889292158181,97.3889292158181,97.38558277031053,97.38558277031053,0.0
1928-02-02,99.05216736192041,99.05216736192041,99.048843885683,99.048843885683,0.0
1928-02-03,95.17229428207756,95.17229428207756,95.16891404375447,95.16891404375447,0.0
1928-02-06,95.9893545124943,95.9893545124943,95.98610668447533,95.98610668447533,0.0
1928-02-07,95.82108382011656,95.82108382011656,95.81780810377732,95.81780810377732,0.0
1928-02-08,96.6419165593901,96.6419165593901,96.63864658657384,96.63864658657384,0.0
1928-02-09,97.63320357807774,97.63320357807774,97.62990559251962,97.62990559251962,0.0
1928-02-10,97.463044869476,97.463044869476,97.45971305523751,97.45971305523751,0.0
1928-02-14,95.79277896605635,95.79277896605635,95.78945295997589,95.78945295997589,0.0
1928-02-15,95.13033615396779,95.13033615396779,95.12706714882708,95.12706714882708,0.0
1928-02-16,94.30701872028857,94.30701872028857,94.30377232037793,94.30377232037793,0.0
1928-02-17,89.24888152852088,89.24888152852088,89.2456632251798,89.2456632251798,0.0
1928-02-20,87.83155708494692,87.83155708494692,87.82851139961464,87.82851139961464,0.0
1928-02-21,90.31568799958796,90.31568799958796,90.31269067737352,90.31269067737352,0.0
1928-02-23,90.62936914023749,90.62936914023749,90.62628704047627,90.62628704047627,0.0
1928-02-24,91.41988043584965,91.41988043584965,91.41678763399032,91.41678763399032,0.0
1928-02-27,90.29935798512207,90.29935798512207,90.29623820586154,90.29623820586154,0.0
1928-02-28,91.08783543415139,91.08783543415139,91.0847538958634,91.0847538958634,0.0
