Date,qqq
1993-11-18,10.133854638881465
1993-11-19,10.039355823199589
1993-11-22,9.914282313712842
1993-11-23,10.128300875092654
1993-11-24,10.25059428124428
1993-11-26,10.25059428124428
1993-11-29,10.189449188888824
1993-11-30,10.258936738876777
1993-12-01,10.397906469784829
1993-12-02,10.51742084641491
1993-12-03,10.7149069740568
1993-12-06,10.700800285175594
1993-12-07,10.760042579883377
1993-12-08,10.75158307657165
1993-12-09,10.604877592698676
1993-12-10,10.548455132428135
1993-12-13,10.621804116017124
1993-12-14,10.477924909462816
1993-12-15,10.571022398434637
1993-12-16,10.647196585528723
1993-12-17,10.734656553253203
1993-12-20,10.703620119612836
1993-12-21,10.77979215907978
1993-12-22,10.771330508140911
1993-12-23,10.774150342578155
1993-12-27,10.855966346173865
1993-12-28,10.892639227248004
1993-12-29,10.91239202788512
1993-12-30,10.934960367705195
1993-12-31,10.926499790579896
1994-01-03,10.881356668058324
1994-01-04,10.957528707525269
1994-01-05,11.098587005828763
1994-01-06,11.180403009424476
1994-01-07,11.2396474517594
1994-01-10,11.324282215978783
1994-01-11,11.234005635257773
1994-01-12,11.24811232413898
1994-01-13,11.205794405122504
1994-01-14,11.324282215978783
1994-01-17,11.315820565039916
1994-01-18,11.315820565039916
1994-01-19,11.191689863868438
1994-01-20,11.276323554274251
1994-01-21,11.31864362091787
1994-01-24,11.341208739297231
1994-01-25,11.250938601457648
1994-01-26,11.222720928440951
1994-01-27,11.341208739297231
1994-01-28,11.42020383464213
1994-01-31,11.476626294912672
1994-02-01,11.428666559394568
1994-02-02,11.513305618868236
1994-02-03,11.44559630415373
1994-02-04,11.087304446639083
1994-02-07,11.186045899739671
1994-02-08,11.355319723432721
1994-02-09,11.448417212404543
1994-02-10,11.43995019239782
1994-02-11,11.434313744964049
1994-02-14,11.541513627562793
1994-02-15,11.651543008920918
1994-02-16,11.730538104265817
1994-02-17,11.693860927937394
1994-02-18,11.65436391717173
1994-02-22,11.795424363102367
1994-02-23,11.750285535835078
1994-02-24,11.595120548650376
1994-02-25,11.628974669100844
1994-02-28,11.801064031976852
1994-03-01,11.803887087854806
1994-03-02,11.803887087854806
1994-03-03,11.916737377463743
1994-03-04,12.001371067869554
1994-03-07,12.046510968950415
1994-03-08,12.00419412374751
1994-03-09,12.153719442057726
1994-03-10,12.232710242148341
1994-03-11,12.255279655781987
1994-03-14,12.373769614265408
1994-03-15,12.34837821856738
1994-03-16,12.444298763417155
1994-03-17,12.528936749077252
1994-03-18,12.50072337131484
1994-03-21,12.418908441532698
1994-03-22,12.379409283139893
1994-03-23,12.342736402065754
1994-03-24,12.00701288437118
1994-03-25,11.736176699326728
1994-03-28,11.586653528643653
1994-03-29,11.250938601457648
1994-03-30,11.26503884745743
1994-03-31,11.403276237510111
1994-04-04,11.171942432299177
1994-04-05,11.53587503250188
1994-04-06,11.586653528643653
1994-04-07,11.67129151430375
1994-04-08,11.5274101601223
1994-04-11,11.513305618868236
1994-04-12,11.123978401526792
1994-04-13,10.824935281601354
1994-04-14,10.810826445093005
1994-04-15,10.81963279018814
1994-04-18,10.678700128072443
1994-04-19,10.487854463553134
1994-04-20,10.305810848874676
1994-04-21,10.828443430537556
1994-04-22,10.86954686640532
1994-04-25,11.080947470299222
1994-04-26,11.145544873285194
1994-04-28,11.080947470299222
1994-04-29,11.174905083941352
1994-05-02,11.356945477179098
1994-05-03,11.25124463832536
1994-05-04,11.180776696547156
1994-05-05,11.145544873285194
1994-05-06,11.05452736120025
1994-05-09,10.86954686640532
1994-05-10,10.94295383592714
1994-05-11,10.757975488759351
1994-05-12,10.807888491162961
1994-05-13,10.66401787511722
1994-05-16,10.528958973234468
1994-05-17,10.514278867906391
1994-05-18,10.787339994669793
1994-05-19,10.948824374719372
1994-05-20,10.951759107208703
1994-05-23,10.957632867441648
1994-05-24,11.13673745437649
1994-05-25,11.145544873285194
1994-05-26,11.101502409673817
1994-05-27,11.104436068349576
1994-05-31,11.192523143199475
1994-06-01,11.34520117815392
1994-06-02,11.339327417920975
1994-06-03,11.23069399420505
1994-06-06,11.210141202457597
1994-06-07,11.160226052426845
1994-06-08,10.843123535865635
1994-06-09,10.725678397986721
1994-06-10,10.890099658152772
1994-06-13,10.799079998440686
1994-06-14,10.887164925663443
1994-06-15,10.89890922468862
1994-06-16,10.810826445093005
1994-06-17,10.675762174142399
1994-06-20,10.481977481879477
1994-06-21,10.176623559597727
1994-06-22,10.346914284742441
1994-06-23,10.059179495532385
1994-06-24,10.02100864452681
1994-06-27,10.02100864452681
1994-06-28,10.373344058163552
1994-06-29,10.364534491627705
1994-06-30,10.24415354744589
1994-07-01,10.24415354744589
1994-07-05,10.250024086238122
1994-07-06,10.19717527753161
1994-07-07,10.43500243340591
1994-07-08,10.49666295627541
1994-07-11,10.552448645098394
1994-07-12,10.669893782977308
1994-07-13,10.940014808183525
1994-07-14,10.857804715007285
1994-07-15,10.678700128072443
1994-07-18,10.702190873749938
1994-07-19,10.49666295627541
1994-07-20,10.314620415410523
1994-07-21,10.417385447961358
1994-07-22,10.42325598675359
1994-07-25,10.429126525545824
1994-07-26,10.42325598675359
1994-07-27,10.352791266416098
1994-07-28,10.414449641658457
1994-07-29,10.640530350880438
1994-08-01,10.637594544577537
1994-08-02,10.681634860561772
1994-08-03,10.681634860561772
1994-08-04,10.619977559132986
1994-08-05,10.675762174142399
1994-08-08,10.743295383431272
1994-08-09,10.837250849446262
1994-08-10,11.048653600967306
1994-08-11,11.104436068349576
1994-08-12,11.092697138392253
1994-08-15,11.148480679588097
1994-08-16,11.289415489330935
1994-08-17,11.459713731170645
1994-08-18,11.459713731170645
1994-08-19,11.512561466063586
1994-08-22,11.509626733574255
1994-08-23,11.462647389846405
1994-08-24,11.450902017007657
1994-08-25,11.656435303550039
1994-08-26,11.832599788927697
1994-08-29,11.817916462158905
1994-08-30,11.882513865144878
1994-08-31,11.762132920963063
1994-09-01,11.594768337799113
1994-09-02,11.583025112587507
1994-09-06,11.612389618497948
1994-09-07,11.653495201992854
1994-09-08,11.75626130835726
1994-09-09,11.615325424800849
1994-09-12,11.533109962556756
1994-09-13,11.69753659179066
1994-09-14,11.762132920963063
1994-09-15,11.964723958321118
1994-09-16,11.973537820111249
1994-09-19,11.970595570926921
1994-09-20,11.861963221024567
1994-09-21,11.776807657223287
1994-09-22,11.788557325316319
1994-09-23,11.674046919926736
1994-09-26,11.559540809791436
1994-09-27,11.621199185033795
1994-09-28,11.64468778308415
1994-09-29,11.659366814598657
1994-09-30,11.703409278210035
1994-10-03,11.577155647608846
1994-10-04,11.289415489330935
1994-10-05,11.292349148006695
1994-10-06,11.236560237742998
1994-10-07,11.35988235729557
1994-10-10,11.52136888497229
1994-10-11,11.709280890815839
1994-10-12,11.72689787626039
1994-10-13,11.768005607382436
1994-10-14,11.753325502054357
1994-10-17,11.753325502054357
1994-10-18,11.788557325316319
1994-10-19,11.8971961181001
1994-10-20,11.870770639933271
1994-10-21,11.797365818038594
1994-10-24,11.671112187437405
1994-10-25,11.624134991336696
1994-10-26,11.759198188473732
1994-10-27,11.838469253906359
1994-10-28,12.099785007831013
1994-10-31,12.140891665139488
1994-11-01,12.102720814133914
1994-11-02,12.099785007831013
1994-11-03,12.041064586518697
1994-11-04,11.894254942729342
1994-11-07,11.879578058841977
1994-11-08,12.073361677291327
1994-11-09,12.199616381706088
1994-11-10,12.099785007831013
1994-11-11,12.058678350522536
1994-11-14,12.173190903539261
1994-11-15,12.2524651904126
1994-11-16,12.302377119002639
1994-11-17,12.211358533104123
1994-11-18,12.24953153173684
1994-11-21,12.196678427776044
1994-11-22,11.779749906407615
1994-11-23,11.64468778308415
1994-11-25,11.768005607382436
1994-11-28,11.888387625377824
1994-11-29,12.052808885543875
1994-11-30,11.973537820111249
1994-12-01,11.70634830595365
1994-12-02,11.841410429277115
1994-12-05,12.02932028749352
1994-12-06,11.958855567156029
1994-12-07,11.809109043250201
1994-12-08,11.462647389846405
1994-12-09,11.559540809791436
1994-12-12,11.483202329221
1994-12-13,11.409797507326322
1994-12-14,11.541920602906172
1994-12-15,11.729832608749721
1994-12-16,11.674046919926736
1994-12-19,11.580092527725318
1994-12-20,11.580092527725318
1994-12-21,11.859024193280954
1994-12-22,11.929491061245587
1994-12-23,12.005831689443166
1994-12-27,12.15557391809471
1994-12-28,12.058678350522536
1994-12-29,12.226039712245774
1994-12-30,12.143829619069532
1995-01-03,11.958855567156029
1995-01-04,11.91774568840684
1995-01-05,11.891323431680725
1995-01-06,11.967664059878304
1995-01-09,12.073361677291327
1995-01-10,12.202552188008989
1995-01-11,12.164379189376273
1995-01-12,12.243658845317466
1995-01-13,12.261274756948445
1995-01-16,12.369908180664371
1995-01-17,12.45799525551427
1995-01-18,12.487356539983997
1995-01-19,12.378713451945934
1995-01-20,12.196678427776044
1995-01-23,12.011702228235398
1995-01-24,12.067487917058383
1995-01-25,11.864892584446043
1995-01-26,11.738644322912709
1995-01-27,11.759198188473732
1995-01-30,11.603580051962101
1995-01-31,11.671112187437405
1995-02-01,11.80030484578221
1995-02-02,11.947108046690138
1995-02-03,12.041064586518697
1995-02-06,12.184934128750868
1995-02-07,12.117401993275564
1995-02-08,12.267146369554249
1995-02-09,12.405143225367045
1995-02-10,12.487356539983997
1995-02-13,12.44624666123481
1995-02-14,12.487356539983997
1995-02-15,12.546080182737025
1995-02-16,12.543142228806982
1995-02-17,12.340549043821785
1995-02-21,12.255400996715501
1995-02-22,12.337616458959596
1995-02-23,12.314122491841387
1995-02-24,12.24953153173684
1995-02-27,12.117401993275564
1995-02-28,12.352293342846963
1995-03-01,12.36403764187214
1995-03-02,12.466804822050117
1995-03-03,12.67232951808393
1995-03-06,12.710501442903077
1995-03-07,12.595993185140635
1995-03-08,12.590120498721262
1995-03-09,12.660586292872326
1995-03-10,12.775095624448337
1995-03-13,12.8455614185994
1995-03-14,12.89253968851368
1995-03-15,12.916030434191176
1995-03-16,12.942458059985144
1995-03-17,12.85730786525172
1995-03-20,12.977688809433534
1995-03-21,12.98943203464514
1995-03-22,12.927772585589212
1995-03-23,13.015856438998396
1995-03-24,13.230198218263055
1995-03-27,13.423982910525977
1995-03-28,13.535551066731232
1995-03-29,13.312407237625724
1995-03-30,13.12449845322289
1995-03-31,13.09806975361535
1995-04-03,13.16266500897418
1995-04-04,13.04815675121174
1995-04-05,13.083393943541555
1995-04-06,13.03347557207009
1995-04-07,13.10981620026767
1995-04-10,13.262495309035685
1995-04-11,13.285980685645328
1995-04-12,13.426914421574594
1995-04-13,13.54196280756321
1995-04-17,13.5540722032025
1995-04-18,13.46324582993318
1995-04-19,13.26645982873953
1995-04-20,13.387558080386722
1995-04-21,13.587374383477513
1995-04-24,13.820489645402606
1995-04-25,13.83562826912547
1995-04-26,13.999115311484818
1995-04-27,14.102050006579859
1995-04-28,14.086909235229855
1995-05-01,13.97186084924124
1995-05-02,14.014246418512684
1995-05-03,14.307915101515658
1995-05-04,14.21709302350062
1995-05-05,14.141402052513449
1995-05-08,14.2382836605092
1995-05-09,14.280671377407787
1995-05-10,14.244334599981347
1995-05-11,14.332139261862093
1995-05-12,14.471401070061434
1995-05-15,14.59553069741934
1995-05-16,14.656078749429366
1995-05-17,14.858914616281591
1995-05-18,14.783232235802988
1995-05-19,14.79231777242656
1995-05-22,14.934605587268761
1995-05-23,15.297908932718903
1995-05-24,15.231299203101022
1995-05-25,15.191946083353862
1995-05-26,14.970939143254489
1995-05-30,14.516814793602881
1995-05-31,14.631858884337213
1995-06-01,14.83167089217372
1995-06-02,14.895247098453746
1995-06-05,15.0012131692595
1995-06-06,14.8922243132516
1995-06-07,14.925526493526613
1995-06-08,14.976991156540207
1995-06-09,14.983046391266637
1995-06-12,15.028456893367371
1995-06-13,15.12230819946598
1995-06-14,15.182859472916718
1995-06-15,15.261572155292463
1995-06-16,15.31606819401677
1995-06-19,15.694501572681206
1995-06-20,16.03358720066634
1995-06-21,15.906433714292715
1995-06-22,16.109274950212797
1995-06-23,16.16074176085353
