Date,Open,High,Low,Close,Volume
1985-10-02,96.47865672758115,96.47865672758115,96.47865672758115,96.47865672758115,4651243.0
1985-10-03,96.51782986554271,97.41909575033357,94.63695054635652,96.59290354117819,4161371.0
1985-10-04,96.59290354117819,96.59290354117819,93.94001991955254,94.51171634845869,4178321.0
1985-10-07,94.51171634845869,94.66627987688426,89.61764351120657,89.67879829179803,3634207.0
1985-10-08,89.67879829179803,89.85285065842515,86.07341971011463,87.0898223693512,4070967.0
1985-10-09,87.0898223693512,91.55157669502444,86.9800926143383,90.6708781504338,4412804.0
1985-10-10,90.6708781504338,92.87443566268719,88.61757535306694,92.68352772151536,4374383.0
1985-10-11,92.68352772151536,96.96476028520756,92.65813384829224,96.78374324018611,4469871.0
1985-10-14,96.78374324018611,102.58813631983136,96.78374324018611,102.36259485916233,3478262.0
1985-10-15,102.36259485916233,104.51956419789519,101.29091003651601,102.88816479680108,4841089.0
1985-10-16,102.88816479680108,105.5016560580656,102.39813388717761,105.4301016782756,4947313.0
1985-10-17,105.4301016782756,108.26608667809269,105.4301016782756,106.60239422284914,5394244.0
1985-10-18,106.60239422284914,107.22951754037632,104.06602266209994,105.4281231765955,5110039.0
1985-10-21,105.4281231765955,105.80162794966068,103.57446721948678,103.65386564563124,4034241.0
1985-10-22,103.98212255637884,106.96999943915006,102.9541798082339,105.72924694746904,4456311.0
1985-10-23,105.72924694746904,108.73648568460703,105.72924694746904,107.45792056737872,5712350.0
1985-10-24,107.45792056737872,110.37165628370084,107.45792056737872,108.63094814911915,5391984.0
1985-10-25,108.63094814911915,108.80025823204487,103.7066384496213,104.18267898754495,4685144.0
1985-10-28,104.18267898754495,104.18267898754495,102.24828401548596,103.9321692637994,3713875.0
1985-10-29,103.9321692637994,109.17808913271247,103.89108019927713,108.2568516338421,4616212.0
1985-10-30,108.2568516338421,110.29721691659526,108.08797886137899,109.2944354722774,5538324.0
1985-10-31,109.2944354722774,110.25739330436589,107.5526410621614,108.46938779536346,4800408.0
1985-11-01,108.46938779536346,112.11853018794154,108.46938779536346,110.70589117600089,5090263.0
1985-11-04,110.70589117600089,112.99092764146343,109.4205377342433,110.03087807189816,4256859.0
1985-11-05,110.03087807189816,111.52432115426063,109.57572441890665,111.16498547942678,4954093.0
1985-11-06,111.16498547942678,114.54461569344863,111.16498547942678,113.85342399618483,5282935.0
1985-11-07,113.85342399618483,115.55569398324363,113.85342399618483,114.5479227736995,5008335.0
1985-11-08,114.5479227736995,119.71922274084486,114.4456545363979,119.33550787795579,4902112.0
1985-11-11,119.33550787795579,123.17793538947143,119.09535043281744,122.75359875083345,4542194.0
1985-11-12,122.72300577238016,127.67719484359844,122.72300577238016,127.09267905687676,6119164.0
1985-11-13,127.09267905687676,127.39001840221617,124.21322496941343,125.0382953908654,5266549.0
1985-11-14,125.0382953908654,127.36022138024899,123.90829802292413,127.10827642602803,5539454.0
1985-11-15,127.10827642602803,131.06753017018508,126.96743907042544,128.16809878572516,5382943.0
1985-11-18,128.16809878572516,128.49853715142595,126.76761349607013,127.4713457285395,4645028.0
1985-11-19,127.4713457285395,130.1210142405658,126.78148837351773,129.39544299586635,5751901.0
1985-11-20,129.39544299586635,130.10802627003088,128.2192068677923,128.2192068677923,5514593.0
1985-11-21,128.2192068677923,133.27139007365608,128.2192068677923,132.65319993208627,6774587.0
1985-11-22,132.65319993208627,134.98731611353998,132.1219832183491,133.8076866970165,5887506.0
1985-11-25,133.8076866970165,134.43910860104472,130.06772428819667,131.09933800366053,4713960.0
1985-11-26,131.09933800366053,134.6766462234996,130.9555877230827,133.69798929176605,5290280.0
1985-11-27,133.69798929176605,139.9271714717705,133.4714749227594,139.5828248649949,5836654.0
1985-11-29,139.5828248649949,141.79693098262194,138.75045529003302,140.5436130793305,3253949.0
1985-12-02,140.5436130793305,141.27944761141765,136.5132884215283,137.61221837209362,4845610.0
1985-12-03,137.61221837209362,138.38720633247132,136.07874761665238,137.75594276836438,4776677.0
1985-12-04,137.75594276836438,147.07860642315714,137.5579214231419,146.69442935858453,6622032.0
1985-12-05,147.14161534578378,153.41466657812785,146.4177754454631,148.4781145823008,7995030.0
1985-12-06,148.4781145823008,148.75546756738245,142.63536866221466,143.2544515879177,6260419.0
1985-12-09,143.2544515879177,145.59019638649093,142.83130623270787,145.04369491933312,5921407.0
1985-12-10,145.04369491933312,148.59339413547178,143.91733453158963,146.71120295929816,6316921.0
1985-12-11,146.71120295929816,152.47187331592082,146.71120295929816,150.85043098315418,7147500.0
1985-12-12,150.85043098315418,154.0734785900466,150.85043098315418,152.8947144019383,6627682.0
1985-12-13,152.8947144019383,161.39573401185956,152.8947144019383,161.2314598309313,7441310.0
1985-12-16,161.2314598309313,165.11198858300614,160.99349339337965,163.00148875919308,6514678.0
1985-12-17,162.76178976198094,163.44330624666796,158.26740102751492,159.03183350936493,6836739.0
1985-12-18,158.99552671643474,160.6275342710309,156.0580016578364,157.59367155478893,7791623.0
1985-12-19,157.59367155478893,160.8022640242645,156.76449957110378,160.4183591626567,6492077.0
1985-12-20,160.4183591626567,162.80775829847767,159.5793475339415,161.63491477397773,6542929.0
1985-12-23,161.63491477397773,161.63491477397773,154.68731760679395,156.0016715321895,5616862.0
1985-12-24,156.0016715321895,156.0016715321895,150.91792034499966,153.50817097616567,3631947.0
1985-12-26,153.50817097616567,155.65087162497252,153.0123380811922,154.61856972937477,3045457.0
1985-12-27,154.61856972937477,159.04910475266212,154.28049110579664,158.67018224574153,4232563.0
1985-12-30,158.67018224574153,161.00526864310052,157.80129875720186,160.33011352043653,5244513.0
1985-12-31,160.33011352043653,162.9365503916479,160.18426697392758,161.60049328627272,6367773.0
1986-01-02,161.60049328627272,162.15020915970322,157.09311389034528,157.78387217594153,4283415.0
1986-01-03,157.78387217594153,157.78387217594153,153.25788407697343,155.23600343833482,5038846.0
1986-01-06,155.23600343833482,155.7710732005579,152.72106669123457,154.53506057849373,5607256.0
1986-01-07,154.53506057849373,163.49741013930637,154.44617023825592,163.18981148524585,7204002.0
1986-01-08,163.18981148524585,167.2268561079746,157.14347053869665,157.1748053127661,7910277.0
1986-01-09,156.61757973455258,157.17348674811288,146.03728688697979,148.68516359473242,6746336.0
1986-01-10,148.68516359473242,152.7370587430252,148.65049813811203,151.32940750946298,5565445.0
1986-01-13,151.32940750946298,151.43452148495317,148.05323051956694,149.67738618928473,5056362.0
1986-01-14,149.67738618928473,152.68614160270678,149.32953417249897,149.96790459848052,5814053.0
1986-01-15,149.96790459848052,158.5877722310232,149.35846302556527,158.1647393389426,6706785.0
1986-01-16,158.1647393389426,163.9004298243063,158.1647393389426,163.66054487874655,7000595.0
1986-01-17,163.66054487874655,165.6531368144748,161.98162148424296,162.58490567526985,6373423.0
1986-01-20,162.58490567526985,162.65833894629048,156.6151731328168,158.29948672870938,5052972.0
1986-01-21,158.29948672870938,159.77899065430137,154.65490748275246,156.4357019737544,6254769.0
1986-01-22,156.4357019737544,158.90593660569616,150.63605866539547,151.14984072323955,6079613.0
1986-01-23,151.14984072323955,151.14984072323955,147.1091539016323,149.93771848759735,6277370.0
1986-01-24,149.93771848759735,154.35682382342446,149.93771848759735,153.16864183949414,6684184.0
1986-01-27,153.1863052293772,155.93931308783758,151.73919616492182,155.26331168342878,6243468.0
1986-01-28,155.26331168342878,159.71483832407898,154.81815901936375,159.5136985664809,6520328.0
