Date,TQQQ_Backfilled
1986-07-23,2.121328386435509
1986-07-24,2.122873616486479
1986-07-25,2.1631868554831177
1986-07-28,2.0436371547657877
1986-07-29,1.9898412561231
1986-07-30,2.0038380825586297
1986-07-31,2.0191851831352277
1986-08-01,1.9987104070014485
1986-08-04,1.9316725993910733
1986-08-05,1.9064110953582198
1986-08-06,1.8545721653811396
1986-08-07,1.8598625563618125
1986-08-08,1.9246620206521576
1986-08-11,2.050725559390264
1986-08-12,2.1186964370715877
1986-08-13,2.1943135755539895
1986-08-14,2.2457243884219893
1986-08-15,2.231981201758468
1986-08-18,2.205130730713087
1986-08-19,2.1854890654268013
1986-08-20,2.2330728276896603
1986-08-21,2.2433496002364364
1986-08-22,2.2876643559434813
1986-08-25,2.2406749861468667
1986-08-26,2.294009725527599
1986-08-27,2.331673892889238
1986-08-28,2.3343289849670974
1986-08-29,2.3166541157945306
1986-09-02,2.208955778659908
1986-09-03,2.2302812420031484
1986-09-04,2.2990900025114875
1986-09-05,2.225352646965449
1986-09-08,2.087519436705458
1986-09-09,2.0494610366844834
1986-09-10,2.0067485037388546
1986-09-11,1.744144760439929
1986-09-12,1.616140382231115
1986-09-15,1.6113933921349497
1986-09-16,1.6208263267915932
1986-09-17,1.6640249011525565
1986-09-18,1.7292781406090627
1986-09-19,1.7391617590055244
1986-09-22,1.8012636244000508
1986-09-23,1.778943107882245
1986-09-24,1.765101214810603
1986-09-25,1.7065464812466975
1986-09-26,1.7060633287391895
1986-09-29,1.6275934312708247
1986-09-30,1.6996423904500237
1986-10-01,1.731746483393006
1986-10-02,1.7317845680929034
1986-10-03,1.741685760168209
1986-10-06,1.7619016216758452
1986-10-07,1.73139775601696
1986-10-08,1.768058559642299
1986-10-09,1.7649739948445264
1986-10-10,1.7931047400074418
1986-10-13,1.8223415747233311
1986-10-14,1.8334408596949419
1986-10-15,1.8717226395355162
1986-10-16,1.8618377900872831
1986-10-17,1.8335541011967655
1986-10-20,1.7885446912012795
1986-10-21,1.7847009222836177
1986-10-22,1.7964366745536275
1986-10-23,1.8666481056139395
1986-10-24,1.8595405415522472
1986-10-27,1.8541014855564821
1986-10-28,1.880215545711609
1986-10-29,1.907475160690473
1986-10-30,1.9733973527613782
1986-10-31,1.9591256895373914
1986-11-03,1.9733884658005603
1986-11-04,2.0209329457883
1986-11-05,2.028581062482895
1986-11-06,1.9965973669923107
1986-11-07,1.9751636956125564
1986-11-10,1.9501724162685128
1986-11-11,1.9941729881284003
1986-11-12,2.006734210938458
1986-11-13,1.9146516740424697
1986-11-14,1.9222754289473125
1986-11-17,1.9059999574077726
1986-11-18,1.8044189608932166
1986-11-19,1.7625083095329024
1986-11-20,1.8298213241178793
1986-11-21,1.8903859747961098
1986-11-24,1.9532275697688228
1986-11-25,2.003903213829723
1986-11-26,2.048018586277844
1986-11-28,2.094450625976043
1986-12-01,2.0490441714579473
1986-12-02,2.1316904717895087
1986-12-03,2.185730253647881
1986-12-04,2.181957938204212
1986-12-05,2.142849156387432
1986-12-08,2.0923674529500187
1986-12-09,2.048953493492992
1986-12-10,2.0515024738897507
1986-12-11,2.016320346770078
1986-12-12,1.9719325802320555
1986-12-15,1.9348962851907794
1986-12-16,1.951777696380426
1986-12-17,1.8956471280540799
1986-12-18,1.886907228645501
1986-12-19,1.9241329621386178
1986-12-22,1.9363256725331113
1986-12-23,1.884232636268321
1986-12-24,1.8858430683802125
1986-12-26,1.8928820833083821
1986-12-29,1.8379424369977033
1986-12-30,1.8406685229092252
1986-12-31,1.835962412182737
1987-01-02,1.8938257900763111
1987-01-05,2.073926082217821
1987-01-06,2.1443830041351912
1987-01-07,2.3129951482881808
1987-01-08,2.4362934929754028
1987-01-09,2.498689081252981
1987-01-12,2.607096936820256
1987-01-13,2.6279284853672173
1987-01-14,2.77534401341107
1987-01-15,2.8478918184295527
1987-01-16,2.7662517639512267
1987-01-19,2.969541749623697
1987-01-20,2.9747726704982336
1987-01-21,2.8554194771315062
1987-01-22,3.0474627161021575
1987-01-23,2.980388514615026
1987-01-26,2.8397724089365393
1987-01-27,2.9682878935565067
1987-01-28,3.022911031264454
1987-01-29,2.920382643582252
1987-01-30,2.967296923364604
1987-02-02,3.1601149408318343
1987-02-03,3.230895586179733
1987-02-04,3.3388549730140102
1987-02-05,3.4015216677763087
1987-02-06,3.401942929347817
1987-02-09,3.3439251109676333
1987-02-10,3.26700371181
1987-02-11,3.4732319617736964
1987-02-12,3.490794331920351
1987-02-13,3.651976033405713
1987-02-17,3.9272398795363768
1987-02-18,3.767751567444298
1987-02-19,3.6832334717737503
1987-02-20,3.6114566310075755
1987-02-23,3.5572405960507947
1987-02-24,3.6343356144658974
1987-02-25,3.7573203246495095
1987-02-26,3.8327983367338474
1987-02-27,3.8644845163853945
1987-03-02,3.757386747863923
1987-03-03,3.7250465319953667
1987-03-04,3.893842493885042
1987-03-05,3.9794028724752137
1987-03-06,3.956445335041115
1987-03-09,3.845797097077817
1987-03-10,3.971069175427133
1987-03-11,4.027101156986291
1987-03-12,3.994538088570223
1987-03-13,3.8887029997900218
1987-03-16,3.861735939598399
1987-03-17,4.062632850037424
1987-03-18,4.072397736924618
1987-03-19,4.1948654359623125
1987-03-20,4.319692877136394
1987-03-23,4.292682313637386
1987-03-24,4.351800285938049
1987-03-25,4.35685704681667
1987-03-26,4.401137283863016
1987-03-27,4.283026468672758
1987-03-30,3.9321710843442603
1987-03-31,4.074249663153368
1987-04-01,4.085332150980463
1987-04-02,4.186288451791995
1987-04-03,4.430247036001449
1987-04-06,4.396532793902686
1987-04-07,4.146625168367724
1987-04-08,4.266754454752358
1987-04-09,4.226175263081795
1987-04-10,4.1967728978009635
1987-04-13,3.907855295253075
1987-04-14,3.6460958390029545
1987-04-15,3.8158922856659307
1987-04-16,3.8941817890277717
1987-04-20,3.787550672624367
1987-04-21,3.9458813944272735
1987-04-22,3.896940360844586
1987-04-23,3.8921873773173874
1987-04-24,3.6809299773144883
1987-04-27,3.628569979287382
1987-04-28,3.7262062614798435
1987-04-29,3.790018900981608
1987-04-30,3.952312737331168
1987-05-01,4.02122060037511
1987-05-04,4.054920498235994
1987-05-05,4.266678792157985
1987-05-06,4.236871801552158
1987-05-07,4.285272274519664
1987-05-08,4.306539074782853
1987-05-11,4.233061047153883
1987-05-12,4.210614173371718
1987-05-13,4.29810450287933
1987-05-14,4.328628384305494
1987-05-15,4.138036417291688
1987-05-18,3.978652348418229
1987-05-19,3.7172436822598582
1987-05-20,3.725855850847444
1987-05-21,3.7895454953329435
1987-05-22,3.727191104784285
1987-05-26,3.941577283253593
1987-05-27,3.9976861377527233
1987-05-28,4.136997517771597
1987-05-29,4.185280352819869
1987-06-01,3.991864230013246
1987-06-02,3.912324755546344
1987-06-03,3.999213299897184
1987-06-04,4.030052284329968
1987-06-05,3.996830002863634
1987-06-08,4.118736022490264
1987-06-09,4.252054358997268
1987-06-10,4.284497648681549
1987-06-11,4.263276865844992
1987-06-12,4.314510712295432
1987-06-15,4.255099528658255
1987-06-16,4.353603364087807
1987-06-17,4.3568769243092165
1987-06-18,4.427287698316019
1987-06-19,4.408220059830623
1987-06-22,4.47322313981155
1987-06-23,4.399659999997336
1987-06-24,4.4111475070643555
1987-06-25,4.366292657023706
1987-06-26,4.339195726573843
1987-06-29,4.314278507411764
1987-06-30,4.216698414714385
1987-07-01,4.232125694425519
1987-07-02,4.284208265128351
1987-07-06,4.191868509469548
1987-07-07,4.1017664471880675
1987-07-08,4.080123149182039
1987-07-09,4.120020431918157
1987-07-10,4.165979991868348
1987-07-13,4.275276779306886
1987-07-14,4.57808037570446
1987-07-15,4.569536499018986
1987-07-16,4.656051513468002
1987-07-17,4.638834872709346
1987-07-20,4.4985561250684585
1987-07-21,4.449723343410827
1987-07-22,4.476445159554382
1987-07-23,4.328090261294842
1987-07-24,4.42651902659818
1987-07-27,4.43561365205602
1987-07-28,4.468720336509262
1987-07-29,4.544463286883469
1987-07-30,4.673293136171762
1987-07-31,4.654529145142861
1987-08-03,4.576427696283744
1987-08-04,4.6207622318395085
1987-08-05,4.78695214466085
1987-08-06,5.051962117570816
1987-08-07,5.195638799037893
1987-08-10,5.368673172594735
1987-08-11,5.549887320957727
1987-08-12,5.441908728947735
1987-08-13,5.382677676986675
1987-08-14,5.3739467650943284
1987-08-17,5.409610369204837
1987-08-18,5.188422521266295
1987-08-19,5.300697024573383
1987-08-20,5.577652303963292
1987-08-21,5.71094445437413
1987-08-24,5.639241226622257
1987-08-25,5.745101681512166
1987-08-26,5.780569822539757
1987-08-27,5.731732121254237
1987-08-28,5.576202619660074
1987-08-31,5.635619963763552
1987-09-01,5.4145606789047696
1987-09-02,5.315598934786867
1987-09-03,5.256558930564919
1987-09-04,5.177235936901527
1987-09-08,4.869161806238389
1987-09-09,4.997515117799816
1987-09-10,5.262424914768891
1987-09-11,5.362373355276047
1987-09-14,5.268669686999029
1987-09-15,5.04014412494425
1987-09-16,4.976253664724268
1987-09-17,5.034756946872167
1987-09-18,5.0009573776528295
1987-09-21,4.671396467451585
1987-09-22,4.9634011011116
1987-09-23,5.151893583832611
1987-09-24,5.199279961797108
1987-09-25,5.245235498737122
1987-09-28,5.200129169154138
1987-09-29,5.166665268328444
1987-09-30,5.266005888566847
1987-10-01,5.58613206567274
1987-10-02,5.777622949221485
1987-10-05,5.908468796630566
1987-10-06,5.432693687259577
1987-10-07,5.335564208502629
1987-10-08,5.0842182602626425
1987-10-09,4.996898548116771
1987-10-12,4.785258063540683
1987-10-13,4.896173026732468
1987-10-14,4.620550501894527
1987-10-15,4.312953667292897
1987-10-16,3.6595294000750336
1987-10-19,2.0005177045650386
1987-10-20,1.5499055744320884
1987-10-21,2.0296832902900896
1987-10-22,1.6889465128460148
1987-10-23,1.5355902604018847
1987-10-26,0.9961346407050445
1987-10-27,1.0301773808905568
1987-10-28,1.0613643198868357
1987-10-29,1.3610529623075613
1987-10-30,1.5415729083043035
1987-11-02,1.607080710660164
1987-11-03,1.447151885921452
1987-11-04,1.4696945519502487
1987-11-05,1.6221267593713662
1987-11-06,1.5446456066950285
1987-11-09,1.415480143561399
1987-11-10,1.3255915777550589
1987-11-11,1.381098946598301
1987-11-12,1.5054334295116218
1987-11-13,1.4469716845039107
1987-11-16,1.4319893434547026
1987-11-17,1.3201990726107828
1987-11-18,1.3541504856846118
1987-11-19,1.249351362145093
1987-11-20,1.2419191745364881
1987-11-23,1.2691215335696668
1987-11-24,1.3466042817378894
1987-11-25,1.3525850575340683
1987-11-27,1.305564851950314
1987-11-30,1.1360599594049157
1987-12-01,1.1366605175676043
1987-12-02,1.1568083138000456
1987-12-03,1.0301631884557205
1987-12-04,0.9717548076117758
1987-12-07,1.0321398918492422
1987-12-08,1.115752445416291
1987-12-09,1.1911760373483529
1987-12-10,1.1724887244992919
1987-12-11,1.192334729879139
1987-12-14,1.3518615936487304
1987-12-15,1.373718471863122
1987-12-16,1.491207198140308
1987-12-17,1.4564716174359098
1987-12-18,1.5977690694283035
1987-12-21,1.6405246294416032
1987-12-22,1.6272291839296626
1987-12-23,1.7052561783772187
1987-12-24,1.7112921095246592
1987-12-28,1.5351167438223579
1987-12-29,1.5791105167062813
1987-12-30,1.6677026307765621
1987-12-31,1.6316031687989558
1988-01-04,1.8051507815833032
1988-01-05,1.8877883550018266
1988-01-06,1.956216794223526
1988-01-07,2.0459624720568894
1988-01-08,1.6632366437075206
1988-01-11,1.6860073782546845
1988-01-12,1.581937104519528
1988-01-13,1.5767699973229201
1988-01-14,1.5928333189041564
1988-01-15,1.7064906136828089
1988-01-18,1.6827586966291779
1988-01-19,1.651049544763765
1988-01-20,1.4764881532565035
1988-01-21,1.491462461292135
1988-01-22,1.5358999409830538
1988-01-25,1.616725317033911
1988-01-26,1.560711849210836
1988-01-27,1.5658235788094632
1988-01-28,1.631837469829108
1988-01-29,1.6789387305896297
1988-02-01,1.6611432528046033
1988-02-02,1.6725160881020216
1988-02-03,1.596069310098406
1988-02-04,1.6212433758294347
1988-02-05,1.6413531012594822
1988-02-08,1.6386373988921439
1988-02-09,1.6705961101178022
1988-02-10,1.7744680630723442
1988-02-11,1.7961311151758093
1988-02-12,1.8276770896594934
1988-02-16,1.881985587674576
1988-02-17,1.8923841516761126
1988-02-18,1.8886915335293741
1988-02-19,1.935563803542059
1988-02-22,2.046731045131225
1988-02-23,2.0866504586681387
1988-02-24,2.1339864721671646
1988-02-25,2.0695325644169413
1988-02-26,2.061796644900009
1988-02-29,2.1303717498224493
1988-03-01,2.1333008969436587
1988-03-02,2.2265627064070923
1988-03-03,2.2791929898308507
1988-03-04,2.3142317302623185
1988-03-07,2.3536213732999185
1988-03-08,2.4051922978445934
1988-03-09,2.4702961537625887
1988-03-10,2.355785550875259
1988-03-11,2.3358289135162136
1988-03-14,2.3888708081460845
1988-03-15,2.353532871089313
1988-03-16,2.43494200127338
1988-03-17,2.4690046357041355
1988-03-18,2.465393294791753
1988-03-21,2.3814003851501115
1988-03-22,2.42963981458877
1988-03-23,2.397136875775503
1988-03-24,2.214942886985729
1988-03-25,2.1429183548408623
1988-03-28,2.141476870613587
1988-03-29,2.1744119578711563
1988-03-30,2.1130001245132606
1988-03-31,2.1577738765075356
1988-04-04,2.0880531382741845
1988-04-05,2.141544203033864
1988-04-06,2.276978397074276
1988-04-07,2.3013690466120575
1988-04-08,2.3654784369734267
1988-04-11,2.4056285350022857
1988-04-12,2.408860566671969
1988-04-13,2.417093964137978
1988-04-14,2.1301849324074733
1988-04-15,2.1286881217681626
1988-04-18,2.143370429497975
1988-04-19,2.169900857329321
1988-04-20,2.116276642067523
1988-04-21,2.083871538370764
1988-04-22,2.1235952178662987
1988-04-25,2.1631048993161452
1988-04-26,2.249787572244767
1988-04-27,2.269034512228181
1988-04-28,2.2547139346764236
1988-04-29,2.226175324474439
1988-05-02,2.2568204697126646
1988-05-03,2.3404355818103166
1988-05-04,2.331864962759064
1988-05-05,2.2949136005160966
1988-05-06,2.2754932585604983
1988-05-09,2.1886715759315676
1988-05-10,2.166134564628013
1988-05-11,2.0345271486725935
1988-05-12,2.0656309464725946
1988-05-13,2.1416641612986305
1988-05-16,2.1836532133997113
1988-05-17,2.1481371955661284
1988-05-18,2.006404368836902
1988-05-19,2.008670224611283
1988-05-20,1.9918166201916752
1988-05-23,1.9161315296778683
1988-05-24,1.964476358460239
1988-05-25,1.959587314798933
1988-05-26,1.991354366691983
1988-05-27,1.9776616215820677
1988-05-31,2.1084610017526018
1988-06-01,2.22911810390318
1988-06-02,2.2173877783588827
1988-06-03,2.2742111698591807
1988-06-06,2.338298783444006
1988-06-07,2.3430970216578824
1988-06-08,2.472293114642076
1988-06-09,2.465625919348582
1988-06-10,2.528431026708543
1988-06-13,2.544012182554006
1988-06-14,2.5855566671470895
1988-06-15,2.6005123138756017
1988-06-16,2.5301736581704986
1988-06-17,2.5086471660895437
1988-06-20,2.4774770396628183
1988-06-21,2.5411742868797225
1988-06-22,2.633242926689123
1988-06-23,2.6381258204869984
1988-06-24,2.648929433373146
1988-06-27,2.5571084356551848
1988-06-28,2.681687295792442
1988-06-29,2.6659339574373435
1988-06-30,2.7202355846803217
1988-07-01,2.7594516035690884
1988-07-05,2.845239436174279
1988-07-06,2.775976008051268
1988-07-07,2.732746250101083
1988-07-08,2.6784700779283033
1988-07-11,2.6573323278800696
1988-07-12,2.640915402966477
1988-07-13,2.6764132208459634
1988-07-14,2.6964537826604213
1988-07-15,2.6848759750019404
1988-07-18,2.698589005313254
1988-07-19,2.565754591493165
1988-07-20,2.5484177782196586
1988-07-21,2.425408826157906
1988-07-22,2.407700405434396
1988-07-25,2.3974022962416566
1988-07-26,2.322429934115666
1988-07-27,2.230555281250849
1988-07-28,2.2634377689270058
1988-07-29,2.375291599165156
1988-08-01,2.3888448699226332
1988-08-02,2.353290489443847
1988-08-03,2.3744853492658597
1988-08-04,2.3776715492070593
1988-08-05,2.327060363016935
1988-08-08,2.324592591634017
1988-08-09,2.2218349741210637
1988-08-10,2.0461753126124043
1988-08-11,2.1171238410583983
1988-08-12,2.085044581577973
1988-08-15,1.9528236164904014
1988-08-16,2.040970473035738
1988-08-17,2.050831014900386
1988-08-18,2.0726053113474463
1988-08-19,2.0445884249074537
1988-08-22,1.9412788609002691
1988-08-23,1.9293721038215959
1988-08-24,2.010292681699893
1988-08-25,1.956823079583163
1988-08-26,1.9742612510318636
1988-08-29,2.0369598163553357
1988-08-30,2.023263619188065
1988-08-31,1.9769382391034511
1988-09-01,1.8839150295124323
1988-09-02,1.9947849383261456
1988-09-06,2.007448377445109
1988-09-07,2.010415612354625
1988-09-08,2.0395807342078793
1988-09-09,2.1285339810818225
1988-09-12,2.133748169913667
1988-09-13,2.142151587889233
1988-09-14,2.1830390300309164
1988-09-15,2.1234028282443687
1988-09-16,2.1666998044268158
1988-09-19,2.1438912371716845
1988-09-20,2.167220409827289
1988-09-21,2.200990114203708
1988-09-22,2.216221089927742
1988-09-23,2.1886454759469514
1988-09-26,2.127113257026855
1988-09-27,2.130100418752295
1988-09-28,2.1766972083637386
1988-09-29,2.242306048112232
1988-09-30,2.260618501414804
1988-10-03,2.164762347162144
1988-10-04,2.145075115307452
1988-10-05,2.1295673354351505
1988-10-06,2.148569659871402
1988-10-07,2.139694911859393
1988-10-10,2.1032381387058225
1988-10-11,2.126575048962696
1988-10-12,2.0416069961210783
1988-10-13,2.09976008596985
1988-10-14,2.117647502656145
1988-10-17,2.136447434566569
1988-10-18,2.1818224810565323
1988-10-19,2.18052081937886
1988-10-20,2.3065656090843927
1988-10-21,2.284752051502651
1988-10-24,2.2353760957787703
1988-10-25,2.193825218823447
1988-10-26,2.15320097068561
1988-10-27,2.0767713108954333
1988-10-28,2.098173772526529
1988-10-31,2.0956254034947306
1988-11-01,2.089271876696444
1988-11-02,2.0655890944001802
1988-11-03,2.074672432145496
1988-11-04,2.05122227111414
1988-11-07,1.9735891384359578
1988-11-08,2.058934080692418
1988-11-09,2.0515153976974694
1988-11-10,2.0445830967188927
1988-11-11,1.9015355916814158
1988-11-14,1.8887056461313199
1988-11-15,1.8609465966871435
1988-11-16,1.7755866045172126
1988-11-17,1.7978915561273956
1988-11-18,1.8059191071832372
1988-11-21,1.7157377741454238
1988-11-22,1.7342964470298978
1988-11-23,1.8240754819381058
1988-11-25,1.7771423417848449
1988-11-28,1.7859789287932524
1988-11-29,1.8238975194983686
1988-11-30,1.8915001728386878
1988-12-01,1.9624034188739408
1988-12-02,1.9723183195315175
1988-12-05,2.0140917320153204
1988-12-06,2.0536966743826217
1988-12-07,2.0113900583482525
1988-12-08,1.9784272986812246
1988-12-09,1.9743049893224653
1988-12-12,1.953100440962239
1988-12-13,1.922009003000293
1988-12-14,1.942412118654969
1988-12-15,1.967069190856961
1988-12-16,2.052201342392225
1988-12-19,2.1011818083056215
1988-12-20,2.091956954729315
1988-12-21,2.073901670728264
1988-12-22,2.0779465853247494
1988-12-23,2.1100447274954313
1988-12-27,2.0960882095084385
1988-12-28,2.0950202444235755
1988-12-29,2.1494909366320334
1988-12-30,2.1790909281146607
1989-01-03,2.0814031727275677
1989-01-04,2.1855260451572383
1989-01-05,2.1817084660560737
1989-01-06,2.186095704367124
1989-01-09,2.1942765233342314
1989-01-10,2.1713774516551325
1989-01-11,2.189889353348798
1989-01-12,2.2411718404102006
1989-01-13,2.2418385945281387
1989-01-16,2.24345744755025
1989-01-17,2.1618809840547044
1989-01-18,2.2170970416995175
1989-01-19,2.288615980727373
1989-01-20,2.279568106906184
1989-01-23,2.202812402178642
1989-01-24,2.273592271142282
1989-01-25,2.32818353281807
1989-01-26,2.4212793913884134
1989-01-27,2.4033118105970503
1989-01-30,2.453560955279113
1989-01-31,2.5178423566460664
1989-02-01,2.595684233149455
1989-02-02,2.657830143734334
1989-02-03,2.6636678309076682
1989-02-06,2.642894408716019
1989-02-07,2.7576788251095294
1989-02-08,2.6694583094014717
1989-02-09,2.6106416861170203
1989-02-10,2.4850278642194854
1989-02-13,2.4715191296871457
1989-02-14,2.478857720454561
1989-02-15,2.553229424077654
1989-02-16,2.5735260950015824
1989-02-17,2.6001263784042856
1989-02-21,2.583804662368075
1989-02-22,2.4856576199687206
1989-02-23,2.5127019899974288
1989-02-24,2.438206844390048
1989-02-27,2.407908255167454
1989-02-28,2.403193475819616
1989-03-01,2.399377737206188
1989-03-02,2.476527128654909
1989-03-03,2.4891462557208417
1989-03-06,2.5560132209465207
1989-03-07,2.523735771610224
1989-03-08,2.5064480512196696
1989-03-09,2.4714772043549167
1989-03-10,2.4621597693076684
1989-03-13,2.496976736696938
1989-03-14,2.4737404197991437
1989-03-15,2.470644690577764
1989-03-16,2.5395286088864184
1989-03-17,2.330710296326415
1989-03-20,2.252794991878803
1989-03-21,2.332896628477018
1989-03-22,2.277592662124003
1989-03-23,2.2945035520393633
1989-03-27,2.3011447525209308
1989-03-28,2.3400365636879146
1989-03-29,2.3898180650130136
1989-03-30,2.428649504420544
1989-03-31,2.4905784351193914
1989-04-03,2.490584064642513
1989-04-04,2.483237321551508
1989-04-05,2.5068870048643226
1989-04-06,2.5103463241294275
1989-04-07,2.6007244062095998
1989-04-10,2.639755292853341
1989-04-11,2.7102398878975547
1989-04-12,2.780516656075622
1989-04-13,2.7530596216915755
1989-04-14,2.876738036958535
1989-04-17,2.878841927308982
1989-04-18,2.9800298152820357
1989-04-19,3.0357515942857543
